Date,Close,High,Low,Open,Volume,Ticker
,QQQ,QQQ,QQQ,QQQ,QQQ,
2020-01-02,208.58021545410156,208.58021545410156,206.47665088627753,206.88192155191777,30969400,QQQ
2020-01-03,206.6696319580078,207.9144055144495,205.80119693274173,205.82049974238066,27518900,QQQ
2020-01-06,208.0012969970703,208.03024385675093,204.79772182797313,205.04859951978278,21655300,QQQ
2020-01-07,207.97230529785156,208.56091585733947,207.31615698824805,208.0784486683733,22139300,QQQ
2020-01-08,209.53550720214844,210.49079759576426,207.61529709481655,207.94337126985312,26397300,QQQ
2020-01-09,211.3109893798828,211.71626006069636,210.07587452681383,211.26273971517705,23547000,QQQ
2020-01-10,210.77059936523438,212.1601071610484,210.39427556417888,212.1408190754667,21898500,QQQ
2020-01-13,213.20228576660156,213.23123262518786,211.30136352619397,211.639096508011,22756900,QQQ
2020-01-14,212.36276245117188,213.45314302414909,212.03468829206147,213.09610728748868,24418100,QQQ
2020-01-15,212.4496307373047,213.4435121114308,211.75487670750533,212.47857759490196,25742100,QQQ
2020-01-16,214.48561096191406,214.52421658207058,213.05751221445357,213.51103254704745,18805000,QQQ
2020-01-17,215.54702758789062,215.72070869364845,214.33120095267023,215.45052826887257,24325200,QQQ
2020-01-21,215.45057678222656,215.9909377534523,214.85232209604553,214.9488067130603,21146300,QQQ
2020-01-22,216.0198516845703,217.25496649446433,215.74967124013912,216.540924487209,20736400,QQQ
2020-01-23,216.71458435058594,216.8110836671597,214.8908591676784,215.89439905462294,26496100,QQQ
2020-01-24,214.89088439941406,217.95938339726447,213.89700316166594,217.7277938445321,37436500,QQQ
2020-01-27,210.45220947265625,211.59082505647174,209.56445682161177,210.03728000274077,42264400,QQQ
2020-01-28,213.68475341796875,214.17687946226852,211.3785604295557,211.93822423609828,26731900,QQQ
2020-01-29,214.03211975097656,215.11284168272385,213.0864880606977,214.87160805697798,28924500,QQQ
2020-01-30,214.79441833496094,214.89090294746305,211.98645550110226,212.6522626394122,39568100,QQQ
2020-01-31,211.38819885253906,215.720745147228,210.63553642921312,215.69179829137678,52015800,QQQ
2020-02-03,214.5820770263672,215.07418817910576,212.2758848244524,212.4206190682791,25408600,QQQ
2020-02-04,219.4936065673828,219.86993035572252,216.77248477190417,217.5154883061186,30691200,QQQ
2020-02-05,220.21731567382812,222.17613120098076,218.8953603430965,222.1375403059232,38534800,QQQ
2020-02-06,222.11827087402344,222.17616458717418,219.9857591893376,220.7673537643358,22467100,QQQ
2020-02-07,221.16297912597656,222.3595031776879,220.52611883762705,221.12438822534855,25884900,QQQ
2020-02-10,223.83580017089844,223.84544421290025,220.3716897312998,220.42958343076725,21478900,QQQ
2020-02-11,223.87440490722656,225.8139323016973,223.28579438669365,225.07092875721793,30198000,QQQ
2020-02-12,226.05519104003906,226.1613344153498,224.63673626258208,225.19639999388144,24471300,QQQ
2020-02-13,225.76573181152344,226.69206070949218,224.21218663856706,224.4823671274523,22773200,QQQ
2020-02-14,226.41220092773438,226.62448766791402,225.36042599376344,226.12271767078667,23438500,QQQ
2020-02-18,226.49903869628906,226.92361217141584,225.07093996300523,225.31217355353365,24394500,QQQ
2020-02-19,228.670166015625,229.1429892053056,227.57980007934378,227.84998055238086,22230500,QQQ
2020-02-20,226.5472869873047,228.64119277356423,223.74898324361197,228.16838436217873,42604000,QQQ
2020-02-21,222.19546508789062,225.80431059157095,221.27878028383344,225.4183426920937,66017200,QQQ
2020-02-24,213.62681579589844,216.38652863409405,212.53643526554671,213.90664027979352,84522600,QQQ
2020-02-25,207.8179168701172,216.1356614043988,207.21001821068182,215.42160464835848,97743000,QQQ
2020-02-26,208.88894653320312,212.55569935088008,207.36434876655804,209.1108919950167,79537700,QQQ
2020-02-27,198.4290771484375,208.83106711043922,198.29398694336194,203.50462596625104,121822600,QQQ
2020-02-28,198.5835418701172,199.90549754884202,191.22108622557508,191.67460666146658,148173700,QQQ
2020-03-02,208.83106994628906,208.97581891894654,198.71856306461882,201.55547213345767,112933900,QQQ
2020-03-03,202.1344451904297,211.9092349485262,200.3396666956073,209.49689905353534,131953500,QQQ
2020-03-04,210.5679473876953,210.67409074120806,203.9581420685593,205.83977558298787,73086200,QQQ
2020-03-05,204.17050170898438,208.77324372097974,202.73275862585663,205.23193562327532,78705500,QQQ
2020-03-06,200.72564697265625,201.81601277255984,195.79483187085464,197.49311102092258,89828400,QQQ
2020-03-09,186.7823486328125,194.10619679349955,185.373538007626,186.69549335154022,116424000,QQQ
2020-03-10,196.95277404785156,197.13611395181965,186.88849993138504,194.05797065567722,100599200,QQQ
